pravilaacestaiaste immmmmsimmmmsimmms
vavreasăsecălugărească isimmsisisimmmmmmmmmms
într-omănăstiredeceiacepetrec immmmsimmmmmmmsisimmsisimmmms
preacealelocureşicumuiarealui imsimmmmsimmmmsisisimmmmmsims
vadaceva isisimms
dentruavearealorbisearecii immmmsimmmmmsimsimmmmmmmms
şisufleteașteovada isimmmmmmmmmscisis
şiiarădupăaceaialiva isimmsimmsimmmmsisis
părearăuşivorînceapea-şasculta immmsimsisimsimmmmmsimsimmmmms
allorce isimsis
audatcesau-l isimsisimmms
vorcearesau-lvorfura imsimmmsimmmsimsimms
cevadentruunilecaacealeaiară immsimmmmsimmmsisimmmmmsimms
devorfacecuneștiinţăsăia isimsimmsisimmmmmmmsisis
canonşisă immmsisis
sepocăiascănemicaunora isimmmmmmmsimmmmsimmms
caacelorasănuse isimmmmmsisisis
dăloriarădevorști isimsimmsisimsims
șinuvorvreasăascultecumu-i isisimsimmsisimmmmmsimmmms
vorînvăţapre imsimmmmsims
denşiiuniicaaceia immmmsimmsisimmms
săsegoneascădenmănăstire isisimmmmmmsimsimmmmmmms
şidenbisearecăsăsedesparţă isimsimmmmmmmsisisimmmmmms
cesezicedecuminicăturăpentruce isisimmsisimmmmmmmmmmsimmmmsis
cădarurilebisearecii isimmmmmmsimmmmmmmms
iatădeacmunu immsisimmsis
maiiasteputearenicesă imsimmmsimmmmmsimmsis
maideanicesămaiia imsimsimmsisimsis
episcopulsauigumenulsaufieșcareledentrurîndul immmmmmmsimsimmmmmmsimsimmmmmmmmsimmmmsimmmms
preoţescdeva immmmmmsisis
înceapeafacenedireptate immmmmscimmsimmmmmmmmms
oamenilorşirăutateînvăţămpre immmmmmmsisimmmmmsimmmmmsims
uniicaaceiasăsescoaţă immsisimmmsisisimmmms
sauiarădevorcăutadireptateapentru imsimmsisimsimmmsimmmmmmmmsimmmms
vreoplatăoarecarea immsimmmsimmmmmmms
săsescoaţăden isisimmmmsims
preoţiepopacevacurvi immmmmsimmsisisimmms
sauvafacepreacurviesăse imsisimmsimmmmmmmmsisis
scoaţăepiscopulcevafinegrijnicde immmmsimmmmmmmsisisisimmmmmmmsis
bisearecăşise immmmmmmsisis
vamîhniderugăciune isimmmsisimmmmmmms
şipopiinu-ivaînvăța isimmmsimmsisimmmms
țadeaşaceşiacealea isisimsisisimmmmms
levalăsadenegrijaduhovnicu-săunumai isisimmsisimmmmmsimmmmmmmmmmmsimmms
cevalucra isisimmms
cumîinileluişi isimmmmmsimsis
vatocmimireaniiiarăde isimmmsimmmmmmsimmsis
duhovniculluivaînceapeanu immmmmmmmsimsisimmmmmscis
grijiaşauniicaaceiasăse immmsimsimmsisimmmsisis
întreabepentruce immmmmmsimmmmsis
căgrăiaștescripturalepădat isimmmmmmsimmmmmmmsimmmmms
săfiefieşcinefacelucrul isimsimmmmmmsimmsimmmms
luidumnezeucunesocotinţăcăfieşce imsimmmmmmsisimmmmmmmmmsisimmmms
lucruceselucreazecumînatrupesc immmsisisimmmmmmsisimmsimmmmms
pieitoriiasteiară immmmmmsimmmsimms
celsufletesclucrullui imsimmmmmmmsimmmmsims
dumnezeuiastecededinsul immmmmmsimmmsisisimmmms
zisemcămaivîrtospentruaceastea immmsisimsimmmmsimmmmsimmmmmms
secadeepiscopullavreameamorţiilui isimmsimmmmmmmsisimmmmmsimmmmsims
sănuaibă isisimms
puteareaîmpărţinemănui immmmmscimmmmmsimmmmms
de-albiseareciimăcarăceşi immmsimmmmmmmmsimmmmsisis
şidecealeaceauînsuş isisimmmmsisisimmms
strînsprediregătoriialuinicedencealea immmmsimsimmmmmmmmmmsimsimmsimsimmmms
ce-saltelele immsimmmmsis
numaicevaavea immmsisisimms
dentr-alluidencealeace immmmmmsimsimsimmmmsis
vafidatlabisearecişi isisimsisimmmmmmmsis
vadaţîrcovnicilordeaceastaînvăţămjumătate isisimmmmmmmmmmmsisimmmmmsimmmmmsimmmmmms
săseîmparţă isisimmmmms
lapamentealuipentru isimmmmmmsimsimmmms
pamenteaarhiereascăepiscopulceva immmmmmsimmmmmmmmmsimmmmmmmsisis
purtaoastedupădinsulsauva immmsimmmsimmsimmmmsimsis
umblaprenăravdecoconsauva immmsimsimmmsisimmmsimsis
aveamultecuvinte immsimmmsimmmmms
fărădefolossau immsisimmmsims
vafacepreacurviesăse isimmsimmmmmmmmsisis
scoaţăcănusecadeepiscopului immmmsisisisimmsimmmmmmmmms
săumblelamărturiesaulachemarea isimmmsisimmmmmmsimsisimmmmmms
measeloriarăde immmmmmsimmsis
vameargecîndvael isimmmmsimmmmsis
sănumeargăpentrumărturia isisimmmmsimmmmsimmmmmms
nicepentrumîncărilenicepentrubeuturile immsimmmmsimmmmmmmsimmsimmmmsimmmmmmms
nicepentrubeţiilecepentruînvăţăturasufletească immsimmmmsimmmmmsisimmmmsimmmmmmmmsimmmmmmmmms
căsecade isisimms
episcopuluipretoţioamenii immmmmmmmmsimsimmsimmmmms
mariişimiciisă-iînveaţe immmsisimmmsimmsimmmmms
cublîndeaţeşicuplecareiară isimmmmmmmsisisimmmmmsimms
nucurăutatenusecadepreotului isisimmmmmsisisimmsimmmmmmms
săblagosloveascăpre isimmmmmmmmmmmmsims
episcopulnicediaconulpre immmmmmmsimmsimmmmmmsims
popaniceceteţulprediaconul immsimmsimmmmmsimsimmmmmms
iarăpreotuldevaieşiaciiaş immsimmmmmsisisimmsimmmms
lagîlceavăoripentrudireptateaoripentru isimmmmmmsimsimmmmsimmmmmmmmsimsimmmms
nedireptateaşila immmmmmmmmmsisis
ucideresăsescoaţă immmmmsisisimmmms
preotuldesevaînsura immmmmsisisisimmmms
cuadoaomuiaresăse iscimmsimmmmsisis
delungedepreoţieiarăfărăoprealăsă immmmmsisimmmmmsimmsimmsimmmmmsis
sepriceştuiascăpopa isimmmmmmmmmmmsimms
neguţătoriusaucamatnicce immmmmmmmmsimsimmmmmmsis
vavreasă-şînmulţeascăargintul isimmsimmsimmmmmmmmmsimmmmmms
luisăselasedeleturghie imsisisimmsisimmmmmmms
pentrucecăiasteîmpreunatminciunilorşi immmmsisisimmmsimmmmmmmsimmmmmmmmmsis
asupriciuniişimai immmmmmmmmmsisims
mareeneguţătoriadecît immscimmmmmmmmmsimmms
curviiadesevalăsa immmmmsisisisimms
deunelecaacealeaiarăse isimmmsisimmmmmsimmsis
preoţeascăiarădenuacelasăfie immmmmmmmsimmsisisimmmsisims
scospreotulsau immsimmmmmsims
diaconuldevacămătnici immmmmmsisisimmmmmmms
orisăselasede imsisisimmsis
unelecaaceasteasausăse immmsisimmmmmmsimsisis
scoaţăpreotulcevacîntamireneaștesau immmmsimmmmmsisisimmmsimmmmmmmmsims
vajucaori isimmsims
săselasede isisimmsis
unelecaacealeaorisă immmsisimmmmmsimsis
sescoaţăpreotuldevacădea isimmmmsimmmmmsisisimmms
încurviesau-şvadatrupulspre isimmmmsimmmsisisimmmmsimms
ruşineoricu immmmsimsis
gadinioricudobitoace immmmsimsisimmmmmmms
săselaseuniica isisimmsimmsis
aceiadeleturghieiarăîncăde immmsisimmmmmmmsimmsimmsis
nuvafipopăşiseva isisisimmsisisis
aflaîntrutoate immsimmmsimmms
sănusecuteaze isisisimmmmms
aseapropiialapreoţie cisimmmmmmsisimmmmms
preotulmincinossauvadnicsauclevetnic immmmmsimmmmmmsimsimmmmsimsimmmmmmms
săselasedeacealeasausă isisimmsisimmmmmsimsis
sescoaţăpreotul isimmmmsimmmmms
devafimeșter isisisimmmms
alucraîncetateşi cimmmsisimmmmsis
vacercasăseboiereascăşi isimmmsisisimmmmmmmmsis
vaumblacunuşiişivamearge isimmmsisimmmsisisimmmms
însăborcu isimmmsis
oameniproştisaucu immmmsimmmmsimsis
boiarialegîndfărădeo immmmsimmmmmsimmsisc
nevoieoarecareade-ivafilui immmmsimmmmmmmsimmsisisims
uniicaaceiaorisăsescoaţă immsisimmmsimsisisimmmms
orisăse imsisis
lasedeuneleca immsisimmmsis
acealeapreotulîntrupreoţiialui immmmmsimmmmmsimmmsimmmmmmsims
devaorbisauvaşchiopa isisimmsimsisimmmmms
sauvavenioboalădrăceascăspre imsisimmscimmmsimmmmmmmsimms
dinsulsăse immmmsisis
lasededumnezeiascaleturghie immsisimmmmmmmmmmsimmmmmmms
iarăaltemolitvesăle immsimmsimmmmmsisis
umpleaşijdereaşicinevaavea immmsimmmmmmmsisimmsisimms
vreovinăsauorbdevaabiia immsimmsimsimsisisimmms
vedeasauşchiop immmsimsimmmms
sauvreomînăuscată imsimmsimmsimmmms
saustricatsausurdsau imsimmmmmsimsimmsims
fiiudeatreianuntăsau immsiscimmmsimmmsims
născutîntruamestecăciunedesîngedeunii immmmsimmmsimmmmmmmmmmmsisimmmsisimms
caaceştiatoţi isimmmmmsimms
sănucuteazea isisimmmmmsc
sechemareapreoţioareceepiscop isimmmmmmsimmmmsimmmmsimmmmms
pentruplatadevapuneun immmmsimmmsisisimmsis
popăcaacelasăsescoaţăamîndoi immsisimmmsisisimmmmsimmmmms
şiacelepiscop isimmsimmmmms
şiacelpopăpopa isimmsimmsimms
acelacevalucraşi immmsisisimmmsis
vafacecasăseferească isimmsisisisimmmmmms
decuvintemuiereșticasă-şsocoteascăvistiiariul isimmmmmsimmmmmmmsisimmsimmmmmmmmsimmmmmmmmms
sufletuluinefuratşi immmmmmmmsimmmmmsis
sănuselaude isisisimmms
decurăţiecasănu isimmmmmsisisis
piiarzăcearepreotuluide-iva immmmmsisimsimmmmmmmsimmsis
curvimuiarealuişielnuva immmsimmmmmsimsisisisis
știacelasă imsimmmsis
preoţeascăiarăsă-iva immmmmmmmsimmsimmsis
spuneneștinededinsăsă immmsimmmmmsisimmmsis
selasedepreoţieşisă isimmsisimmmmmsisis
cearceoareiasteadevărdedinsădeci immmmsimmsimmmsimmmmsisimmmsimms
devavedea isisimmms
cuochiiluiatunce isimmmsimsimmmms
săolaseşiacela iscimmsisimmms
întrurăbdaresăpetreacăşiiară immmsimmmmmsisimmmmmmsisimms
săslujascăiarădevalasaaceaia isimmmmmmsimmsisisimmsimmmms
şiiarăcu isimmsis
altămuiarevacadea immsimmmmsisimmms
săselasedeliturghie isisimmsisimmmmmmms
şisăsepricestuiascăneopritiară isisisimmmmmmmmmmmsimmmmmsimms
de-şvaaveamuiarealuiașijdereacertare immsisimmsimmmmmsimsimmmmmmmsimmmmms
săaibăiară isimmsimms
lamoartealuisă isimmmmmsimsis
sepriceştuiascăcaşialţi isimmmmmmmmmmmsisisimms
preoţicumsecadepreoţieiiară immmmsimsisimmsimmmmmmsimms
desevatîmplamainaintede isisisimmmmsimsimmmmsis
elsămoară isisimmms
preuteasaluișinu immmmmmmsimsisis
sevaatingedealta isisimmmmsisimms
acelafărăcertaresăpreoţeascăiară immmsimmsimmmmmsisimmmmmmmmsimms
devafişivieşinu isisisisimsisis
vaputeaînsuş isimmmsimmms
săoprinzăcu iscimmmmsis
acelbărbatlaarătaresă immsimmmmsisimmmmmsis
nuslujascănicesăolase isimmmmmmsimmsiscimms
căînsuşdomnulnostruisushristosgraiaște isimmmsimmmmsimmmmsimmsimmmmmsimmmmmms
căoarecine-şva isimmmmmmmmsis
lăsamuiarealuialegînd immsimmmmmsimsimmmmms
fărăcuvintedecurvieşi immsimmmmmsisimmmmsis
săvaînsuracualtăprea isisimmmmsisimmsimms
facecurviecăiatădetoţioamenii immsimmmmsisimmsisimmsimmmmms
grăiașteiarădiaconului immmmmmsimmsimmmmmmmms
deiseva iscisis
tîmpladeciiasănumai immmmsimmmmsisisims
întreabececumamzisde immmmmmsisimsisimsis
preotulaşagrăimşidediaconul7 immmmmsimsimmmsisisimmmmmmsc
diaconuldese immmmmmsisis
vaspurcaîngură isimmmmsisimms
săsescoaţăceiaste isisimmmmsisimmms
aceastaiarăsăștiicăiaste immmmmsimmsisimmsisimmms
mădulariulcelderuşinedejosiară immmmmmmmsimsisimmmmsisimsimms
de-şvapune immsisimms
ruşineaînguramuierii immmmmsisimmsimmmmms
şivaficurearece isisisimmmmmsis
setîlcuiaștespurcatăîngurădeci isimmmmmmmmsimmmmmmsisimmsimms
eudeaceaianuscriude-aciisă isisimmmmsisimmmsimmmmmsis
ştiilaarătare immsisimmmmms
celacevaface immsisisimms
aceastasăiaispovedirecu immmmmsisisimmmmmmmmsis
dumnezeuşisăisesocotească immmmmmsisiscisimmmmmmmms
cualeagerepreotuldevacurvisă isimmmmmmsimmmmmsisisimmmsis
sescoaţăiară isimmmmsimms
muiarealuideva immmmmsimsisis
vreasă-llasepentruînţelepţiia immsimmsimmsimmmmsimmmmmmmmms
eisănusespurcecu isisisisimmmmsis
nusulînvoiaeisăfiece immmsisimmsisisimsis
însădenu immsisis
vapohtialtbărbat isimmmsimsimmmms
iarădevalăsacurviia immsisisimmsimmmmms
acelpopăelsăpetreacăcu immsimmsisisimmmmmmsis
muiarealuiaşijdereaşidiaconulşiceteţul immmmmsimsimmmmmmmsisimmmmmmsisimmmmms
delise isisis
vortîmplacăam imsimmmmsisis
scrisnoicămuiarean-are immmsimsisimmmmmsimmms
putearecutrupuleiaşijdereaşi immmmmsisimmmmsisimmmmmmmsis
bărbatuln-areputearecutrupulluice immmmmmsimmmsimmmmmsisimmmmsimsis
bărbatuleibiruiaște immmmmmsisimmmmmmms
cutrupuleiaşijderea isimmmmsisimmmmmmms
şimuiareabiruiaștepretrupul isimmmmmsimmmmmmmsimsimmmms
bărbatuluieicădireptaceaiagrăiaște immmmmmmmsisisimmmmsimmmmsimmmmmms
dumnezeucăsîntamîndoiuntrupcă immmmmmsisimmsimmmmmsisimmsis
ceauîmpreunat isisimmmmmmms
dumnezeuomulsănu immmmmmsimmsisis
desparţădireptaceaiaîmpărţirenice immmmmmsimmmmsimmmmsimmmmmmmsimms
într-unchipsănufieîntre immmmmsimmsisisimsimmms
bărbatşiîntremuiarealegîndfărăde immmmsisimmmsimmmmsimmmmmsimmsis
onevoiemare cimmmmsimms
șişiaceastacu isisimmmmmsis
săborulcăfieşcepăcatafară immmmmsisimmmmsimmmsimmms
iastedetrupiarăcelace immmsisimmsimmsimmsis
curveașteîntrupulluigreşașteaceastăleage immmmmmmsisimmmmsimsimmmmmmsimmmmmsimmms
ampusde-nvaţături isimsimmmmmmmmmms
sfintecîteampus immmmsimmsisims
sălesocotiţipreamăruntul isisimmmmmmsimsimmmmmmms
căspreaceastaşitocmirăși isimmsimmmmmsisimmmmmsis
văaduceţiamintedecuvîntuldomnuluicum isimmmmmsimmmmsisimmmmmmsimmmmmmsims
auziscă isimsis
deveţiiertagreşalele isimmsimmmsimmmmmmms
oamenilorierta-vă-vaşivoaopărintele immmmmmmsimmmmmmmmmsisimmsimmmmmmms
vostruceldenceriucumne-au immmmsimsimsimmmsimsimmms
zisnoaocăoarecîteveţilegapre imsimmsisimmmmmmsimmsimmsims
pămîntfi-vorlegate immmmsimmmmsimmmms
şiînceriuşi isisimmmsis
oarecîteveţidezlegaprepămînt immmmmmsimmsimmmmmsimsimmmms
fi-vordezlegateşiînceriuiară immmmsimmmmmmmsisisimmmsimms
deceiacesîntclevetnicişihulitori isimmsisimmsimmmmmmmmsisimmmmmms
înceastălume isimmmmsimms
lua-vorjudeţulluidumnezeu immmmmsimmmmmsimsimmmmmms
şimîniialuidumnezeuca isimmmmsimsimmmmmmsis
şiceiaceclevetiiamaintepre isimmsisimmmmmmmsimmmmsims
moisi8depărințișidefeciori immmscisimmmmmsisisimmmmms
pravilăpărinţiifeciorilor immmmmsimmmmmmsimmmmmmmms
lorîntruchipsă imsimmmsimmsis
leîmparţădentrustrînsoarealor isimmmmmsimmmmsimmmmmmmmmsims
nuunulsă-lmaiiubeascăiară isimmsimmsimsimmmmmmsimms
prealtulsă-lmaiurascăşidomnul imsimmmsimmsimsimmmmsisimmmms
nostruisushristos immmmsimmsimmmmms
şifiiişitinerii isimmsisimmmmms
i-aurăsăditcealevăzuteşi immsimmmmmsimmmsimmmmsis
cealenevăzutele-audatiarăde immmsimmmmmmsimmmsimsimmsis
se-arăşimîniiapărinţiiceleageanu immmmsisimmmmsimmmmmmsisimmmmsis
semîniefeciorul isimmmsimmmmmms
devagrăicuvinte isisimmsimmmmms
realepărinţiloru-şicunedireptatecu immmsimmmmmmmmmmmmsisimmmmmmmmmsis
moartesămoarăpentrucecă immmmsisimmmsimmmmsisis
părinţiiluii-audatluiluminăşi immmmmmsimsimmsimsimsimmmmsis
viiaţăiarăde immmmsimmsis
sevorîntoarcede isimsimmmmmmsis
acealeaceaufăcutsă immmmmsisisimmmsis
isedeacanondepocăinţă cisimsimmmsisimmmmmms
dupăaicaşitată-săuşimumă-sa immsisisisimmmmmmsisimmmmms
să-liarteiară immsimmmsimms
devalualemn isisimsimms
şivalovipretată-său isisimmsimsimmmmmms
săisetaiemînalui iscisimmsimmsims
fecioruldevascîrbipremumă-samai immmmmmsisisimmmmsimsimmmmmsims
binearăfi immsimsis
luisănufie imsisisims
născutiarăpărinţiisă-şînveaţe immmmsimmsimmmmmmsimmsimmmmms
fecioriiîntrufricaludumnezeucă immmmmmsimmmsimmmsisimmmmmmsis
de-şvaiubipărintelefeciorulluicu immsisimmsimmmmmmmsimmmmmmsimsis
de-adinssă-lmai immmmmmsimmsims
înveaţepredinsulca immmmmsimsimmmmsis
sănudeprinzădentinereaţe isisimmmmmmsimsimmmmmmms
onebuniecaaceastafecioriisă cimmmmmsisimmmmmsimmmmmmsis
fiedelungaţişicîndu-iverivedeaîntru imsimmmmmmmsisimmmmmsimmsimmmsimmms
crescutultăuceartă-i immmmmmmsimsimmmmmms
şi-iroagăcade immsimmmsisis
tevorascultadumnezeu-iva isimsimmmmmsimmmmmmmmsis
cruţaiarădenutevor immmsimmsisisisims
ascultaînsuşacelasămoarăcuce immmmmsimmmsimmmsisimmmsisis
aufăcutiară isimmmsimms
părinţilorcelorsufleteștişi immmmmmmmsimmmsimmmmmmmmsis
maicelormaimarecinstesă immmmmmsimsimmsimmmmsis
lisefacăşidragosteli isisimmsisimmmmmmsis
secadedecîtpărinţilorcelortrupeştică isimmsimmmsimmmmmmmmsimmmsimmmmmmsis
părinţiiceitrupeşti immmmmmsimsimmmmmms
blestemuldezrădăcineazădentemelie immmmmmmsimmmmmmmmmmmmsimsimmmmms
iarăceisufleteștisufletulpierd immsimsimmmmmmmmsimmmmmmsimmms
iarăînvăţămşiaceasteanufără immsimmmmmsisimmmmmmsisimms
deînvăţăturaluidumnezeucecusfeatul isimmmmmmmmsimsimmmmmmsisisimmmmms
luidumnezeuşi imsimmmmmmsis
cuînţelegereacăverii isimmmmmmmmmsisimmms
săisesocoteascăfieşcarele iscisimmmmmmmmsimmmmmmmms
şisăsefereascăsănu isisisimmmmmmsisis
seînsoarecătrădinşiipînăîna isimmmmmsimmmsimmmmsimmsisc
patrarudenieiară immmsimmmmmsimms
deiasteputinţăşi isimmmsimmmmmsis
pînăînacinceasiminţie immsiscimmmmsimmmmmms
sănuseînsoarespreverii isisisimmmmmsimmsimmms
săicădeaceșteasîntsîngeamestecat imsisisimmmmmsimmsimmmsimmmmmmms
fîrtatu-tăusoru-tasă immmmmmmmmsimmmmmsis
nuoianice iscisimms
frate-tăupresorafîrtatu-tăusă immmmmmmsimsimmsimmmmmmmmmsis
nuseiacăsegrăiesc isisisisisimmmmms
fraţisufleteștice-şsîntpresfîntaevanghelie immmsimmmmmmmmsimmsimmsimsimmmmsimmmmmmmms
şiprecinstita isimsimmmmmms
cruceaşijdireaşicumătrul immmsimmmmmmmsisimmmmmms
cumătră-sasănuoia immmmmmmmsisiscis
iarădesevatîmplaspre immsisisisimmmmsimms
cumătră-sasausprefecioriieispurcăciunece immmmmmmmsimsimmsimmmmmmsisimmmmmmmmmsis
sădeadumnezeu isimsimmmmmms
sănusefacă isisisimms
iarădevafivrun immsisisisimms
sfeatdrăcesccaacesta5ai immmsimmmmmsisimmmmscis
săsecearteşisăsecăiască isisimmmmsisisisimmmmms
numaicupîine immmsisimmms
şicuapăşi isisimsis
de-aciiasănusecamai immmmmmsisisisimmms
vazăunulcualtulnicenaşu-tău immsimmsisimmmsimmsimmmmmms
soru-tasaufratelenicenaşafrate-tăusau immmmmsimsimmmmmsimmsimmsimmmmmmmsims
sorasăse immsisis
iacăiatăiaste isisimmsimmms
sîngemestecatomiede immmsimmmmmmscimsis
taleresegrăiaștetarulpăcatelor9 immmmsisimmmmmmsimmmsimmmmmmmsc
săneștinevaspurcamuiareatătîni-săuce isimmmmmsisimmmmsimmmmmsimmmmmmmmsis
iastemaştehă-sasă immmsimmmmmmmmsis
secanonească9ai isimmmmmmmmscis
sămănînceseciarăsîmbăta isimmmmmsimsimmsimmmmms
şiduminecaşimarţişijoi isimmmmmmsisimmmsisims
sămănînceuntdelemnşisăbeavin isimmmmmsimmmmmmmsisisimsims
numaiîntr-acealezile immmsimmmmmmmmmsimms
şisefacăîn isisimmsis
toatezilecîte36metanii immmsimmsimmsisimmmmms
iarădesevaîntoarcespre immsisisisimmmmmmsimms
soacră-sasăcanonească15leatşitoate immmmmmmsisimmmmmmmmsisimmsisimmms
zilecîte160 immsimmsims
demetaniiiarăspre isimmmmmsimmsimms
moaşasoacră-sacesezice immmsimmmmmmmsisisimms
spremumasoacră-sasăaibăcanon immsimmsimmmmmmmsisimmsimmms
7aimetanii29iarăcinese cisimmmmmsisimmsimmsis
vachemapreacurvariu isimmmsimmmmmmmmmms
ceiastecusila isimmmsisimms
decicareiastepreacurvieceaia immsimmsimmmsimmmmmmmmsimmms
cevastricafatasăo isisimmmmsimmsisc
arăşiluadupăaceaiaceîntîi imsisimsimmsimmmmsisimmms
umplepreacurviăderept immmsimmmmmmmmsimmmms
aceaiasăsepocăiască immmmsisisimmmmmmms
depreacurvieşidupăaceaia isimmmmmmmmsisimmsimmmms
săsecununepreacurviiaiastecine isisimmmmsimmmmmmmmmsimmmsimms
vasiliomuiaremăritatăcăiaste isimmscimmmmsimmmmmmsisimmms
neputincioasădereptaceaia immmmmmmmmmmsimmmmsimmmms
oparteînvăţămsă cimmmsimmmmmsis
iamuiariăiarădoaopărţi isimmmmmsimmsimmsimmms
barbatuliarădevafifost immmmmmsimmsisisisimms
cuvoiamuieriişiabărbatuluiîntr-un isimmsimmmmmsiscimmmmmmmmsimmmmms
chipsăli immsisis
sedeacanonpreacurviia isimsimmmsimmmmmmmmms
iasteceespreroaba immmsiscimmsimmms
luişispreceaslobodăşi imsisimmsimsimmmmmsis
spreceaiacevavenidentr-altăparte immsimmmsisisimmsimmmmmmmmsimmms
saudentr-olaturi imsimmmmmsimmmms
depămîntșise isimmmmsisis
vamutaînpămîntulunui isimmsisimmmmmmsimms
boiariuşisevadacu immmmmsisisisisis
trupulşicusufletulpentrucecă immmmsisisimmmmmmsimmmmsisis
scrievoirobi immmsimsimms
cuceriţi-vădomnilorvoştricu immmmmmmmmsimmmmmmsimmmmsis
fricădecidireptaceaiacela immmsimmsimmmmsimmmmsimms
cestricafatasăiacanon isimmmmsimmsisisimmms
6aiiarălamuiareamăritată5 cisimmsisimmmmmsimmmmmmsc
aişimetanii isisimmmmms
întoatezile24 isimmmsimmsis
iarădecuroaba-i3 immsisisimmmmmsc
aişimetanii12înzi isisimmmmmsisisis
11desîngemestecatceialesînt isisimmmsimmmmmmsisimmsimms
8întîiuamestecarea cimmmmsimmmmmmmmms
sîngeluiiastemaigrea immmmmmsimmmsimsimms
cesevaîntoarcefiiul isisisimmmmmmsimmms
spremumă-sacedomnuldumnezeusă immsimmmmmsisimmmmsimmmmmmsis
fereascăsănufieaceaiacăse immmmmmsisisimsimmmmsisis
grăiașteşigreşală immmmmmsisimmmmms
maimareaceastace imsimmsimmmmmsis
denevoieiasteaceastade isimmmmsimmmsimmmmmsis
vinesmintealăiarădeseva immsimmmmmmmsimmsisisis
tîmplacumvaaficăvrăjmaşulnostru immmmsimmmscisisimmmmmmmsimmmms
diavolulşidelungat immmmmmsisimmmmmms
dedumnezeunepărăsitse isimmmmmmsimmmmmmmsis
batedepurureadeperirea immsisimmmmmsisimmmmms
oamenilornevoiaștesăaducărodulomenesc immmmmmmsimmmmmmmsisimmmsimmmsimmmmms
întruperirepentrucăînvaţădomnuldumnezeu immmsimmmmsimmmmsisimmmmsimmmmsimmmmmms
premoisisă imsimmmsis
nuucizisănu isimmmsisis
furisănufacipreacurvie immsisisimmsimmmmmmmms
sănuminţicinsteaște-ţitată-tăuşi isisimmmsimmmmmmmmmmmsimmmmmmsis
mumă-taşideaproapeletăucaînsuţi immmmmsisisimmmmmmmsimsisimmmms
tinealdoile immsisimmms
sîngeamestecatiastede immmsimmmmmmmsimmmsis
sevaaflatatăcu isisimmsimmsis
fataluidireptaceaiaaceastedoao immsimsimmmmsimmmmsimmmmmsimms
amestecăciunidesîngesăsedesparţăşi immmmmmmmmmmsisimmmsisisimmmmmmsis
20deai isisis
săsepocăiascăşi isisimmmmmmmsis
metaniiîntoatezilecîte immmmmsisimmmsimmsimms
366altreilesîngeamestecatde imsisimmmmsimmmsimmmmmmmsis
sevaaflafratecusoru-sa15 isisimmsimmmsisimmmmmsis
aisăaibă isisimms
pocaianieşimetaniicîte immmmmmmsisimmmmmsimms
300alpatrulsîngeamestecat imsisimmmmsimmmsimmmmmmms
desevoramestecaveripremari isisimsimmmmmmsimmsimmmmms
pocaianii12aişimetaniicîte170 immmmmmmsisisisimmmmmsimmsims
înziiară isisimms
alcincileaidoi isimmmmmsisims
veripremarisauaitrei immsimmmmmsimsisimms
desevoramestecadereptaceaia isisimsimmmmmmsimmmmsimmmms
săfiepocaianiaaldoileveri10 isimsimmmmmmmsisimmmsimmsis
aișimetanii isisimmmmms
cîte150înzi immsimsisis
altreileveri8ai isimmmmsimmscis
şimetanii100înzial isimmmmmsimsisisis
şaselesîngemestecatceamzismai immmmsimmmsimmmmmmsisisimsims
naintefiiulcela immmmsimmmsimms
cevaspurcapatul isisimmmmsimmms
tatăni-săucesezicemaştehă-sa immmmmmmmsisisimmsimmmmmmmms
sausoacră-sasaumătuşă-saalşaptele imsimmmmmmmsimsimmmmmmmsisimmmmms
sîngeamestecatdevorfidoifraţi immmsimmmmmmmsisimsisimsimmms
laomuiare iscimmmms
saudoaosuroricu imsimmsimmmmsis
unbarbatiarădeva isimmmmsimmsisis
ficuneștiinţăaceastasăse isisimmmmmmmsimmmmmsisis
pocăiască5aiiarădesevor immmmmmmscisimmsisisims
ști6ai imscis
şimetanii60în isimmmmmsisis
ziiarăaloptulde isimmsisimmmsis
sevatîmplatatăcufeciorul isisimmmmsimmsisimmmmmms
cuomuiaresauginerecusocrul iscimmmmsimsimmmmsisimmmms
cuomuiare iscimmmms
6aisăse cisisis
pocăiascăaceşteaşimetanii100 immmmmmmsimmmmmsisimmmmmsims
înzi12deciînvăţămpre isisisimmsimmmmmsims
preoţişipretoţiceiaceștiu immmmsisimsimmsimmsisimms
cartecîndva immmsimmsis
vreaneștinesăse immsimmmmmsisis
ispovedeascăladuhovnicu-săusă-şscrie immmmmmmmmmsisimmmmmmmmmmmsimmsimmms
greşaleleluiîntrutruhîrtieşi immmmmmmsimsimmmsimsimmmmsis
săodeaduhovnicu-săucanucumva iscimsimmmmmmmmmmmsisisimmms
cuneștiinţăsă isimmmmmmmsis
uiteşisălase immsisisimms
cevadegreşaleşiiară immsisimmmmmsisimms
învăţămpreduhovnicisăscrieîn immmmmsimsimmmmmmmsisimmmsis
hîrtieşisă-ideanișteînvăţăturica immmmsisimmsimsimmmsimmmmmmmmsis
acealeacîtva immmmmsimsis
